"","Issue_Resolution","Issue_Category","Issue_Severity","Support_Level","Support_Channel","Building","City","Position","Country","Tenure_Months","Career_Desc","Division"
"28929"," Workaround","Apps","Sev2",NA,"Email","B0347","Sunnyvale","Software Engineering","US ",166,"IC4","D006433"
"70430"," User Education","Apps","Sev3",NA,"Email","B0383","Singapore","Supply Chain","SG ",20,"IC4","D009703"
"58214"," Workaround","Apps","Sev2",NA,"Email","B0724","Bellevue","Licensing","US ",165,"IC4","D006433"
"51365"," Workaround","Apps","Sev3","Silver","Email","B0517","New York","Business Operations","US ",17,"IC3","D006433"
"12726"," User Education","Apps","Sev2",NA,"Email","B0934","Mumbai","Software Engineering","IN ",27,"IC2","D013936"
"62077"," Request Complete","Apps","Sev3",NA,"Email","B0774","Sunnyvale","Marketing","US ",38,"IC3","D006433"
"44365"," Workaround","Apps","Sev2",NA,"Email","B0395","Los angeles","Retail","US ",69,"IC3","D006433"
"30809","Unknown","Apps","Sev3",NA,"Chat","B0377","Kongens Lyngby","Business Operations","DK ",125,"IC5","D015810"
"26110","Resolved by Caller","Apps","Sev3",NA,"Phone","B0672","New York","Finance","US ",23,"IC3","D006433"
"58285"," Workaround","Apps","Sev1",NA,"Chat","B0226","Wuxi","Support Engineering","CN ",40,"IC2","D005841"
"78486"," Workaround","Apps","Sev1",NA,"Email","MOBILE","Jakarta","Business Development","ID ",52,"IC4","D016205"
"27198","Unknown","Apps","Sev3",NA,"Phone","MOBILE","Zaventem","Business Operations","BE ",41,"IC3","D010467"
"6418"," Workaround","Apps","Sev1",NA,"Email","B0517","New York","Solution Sales","US ",13,"IC3","D006433"
"17596","Unknown","Apps","Sev2","Silver","Chat","B0677","Cork","IT Operations","IE ",250,"IC4","D015571"
"11356"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",230,"IC4","D006433"
"11035"," Workaround","Apps","Sev1","Silver","Chat","MOBILE","Fort Lauderdale","Operations","US ",97,"IC1","D006433"
"45821"," User Education","Apps","Sev1",NA,"Chat","HOME OFFICE","OFallon","Relationship Management","US ",199,"IC4","D006433"
"61021","Software Update","Apps","Sev3",NA,"Email","B0347","Sunnyvale","Software Engineering","US ",237,"EXEC5","D006433"
"34125"," Workaround","Apps","Sev2","Silver","Email","B0086","New York","Business Operations","US ",200,"IC4","D006433"
"25363"," User Education","Apps","Sev2",NA,"Email","B0818","Sunnyvale","Operations","US ",69,"IC3","D006433"
"32071"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Bratislava","Relationship Management","SK ",109,"IC5","D019076"
"67425","Unknown","Apps","Sev1",NA,"Chat","MOBILE","Lisbon","Technical Delivery","PT ",137,"IC4","D001980"
"82326"," Workaround","Apps","Sev2",NA,"Email","B0560","London","Operations","GB ",11,"IC5","D010405"
"14113","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Milan","Finance","IT ",19,"IC4","D008747"
"74340"," Workaround","Apps","Sev2","Platinum","Email","MOBILE","London","Finance","GB ",114,"IC4","D010405"
"1120","Unknown","Apps","Sev2",NA,"Chat","MOBILE","Athens","Support Delivery","GR ",60,"IC4","D003670"
"67309"," User Education","Apps","Sev1",NA,"Chat","MOBILE","TAMPA","Technical Delivery","US ",26,"IC4","D006433"
"58883","Software Update","Apps","Sev3",NA,"Email","B0025","Sunnyvale","Service Engineering","US ",138,"IC4","D006433"
"74357"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Singapore","Finance","SG ",204,"MGR4","D009703"
"21858"," Workaround","Apps","Sev2","Silver","Email","B0677","Cork","Supply Chain","IE ",140,"MGR3","D015571"
"24986"," Request Complete","Apps","Sev2",NA,"Email","B0678","Sunnyvale","Marketing","US ",133,"MGR4","D006433"
"5398"," Workaround","Apps","Sev2",NA,"Email","B0724","Bellevue","Business Operations","US ",28,"IC4","D006433"
"7777"," Workaround","Apps","Sev2",NA,"Chat","B0685","Sunnyvale","Business Support","US ",228,"IC6","D006433"
"731"," Request Complete","Apps","Sev1",NA,"Email","MOBILE","MADRID","Business Operations","ES ",211,"IC6","D004024"
"67744"," User Education","Apps","Sev2",NA,"Chat","B0040","Toulouse","Services Leadership","FR ",231,"MGR3","D008654"
"82675"," Request Complete","Apps","Sev3",NA,"Email","B0361","Los Angeles","Hardware Engineering","US ",22,"IC2","D006433"
"73178"," Workaround","Apps","Sev2","Gold","Email","B0684","Los Angeles","Program Management","US ",49,"MGR2","D006433"
"78193","Unknown","Apps","Sev3",NA,"Chat","B0934","Mumbai","Software Engineering","IN ",150,"IC4","D013936"
"19305","Non-Actionable","Help","Sev3",NA,"Email","B0938","Sunnyvale","Software Engineering","US ",12,"IC2","D006433"
"47542"," Workaround","Apps","Sev3","Silver","Chat","MOBILE","Warsaw","Relationship Management","PL ",15,"IC3","D001666"
"69760"," User Education","Apps","Sev2",NA,"Email","HOME OFFICE",NA,"Software Engineering","CA ",24,"MGR3","D008805"
"8366"," User Education","Apps","Sev3",NA,"Email","MOBILE","Geneva","Relationship Management","CH ",136,"IC4","D019166"
"58209","Unknown","Apps","Sev2","Silver","Email","MOBILE","Vienna","Support Engineering","AT ",181,"IC4","D004071"
"28588","Resolved by Caller","Infrastructure","Sev2",NA,"Phone","B0395","Los angeles","Retail","US ",44,"IC3","D006433"
"46160"," Workaround","Apps","Sev3",NA,"Phone","B0068","Sunnyvale","Marketing","US ",138,"MGR2","D006433"
"19430"," User Education","Apps","Sev2","Silver","Email","B0377","Kongens Lyngby","Relationship Management","DK ",189,"IC4","D013665"
"64926"," User Education","Apps","Sev1",NA,"Chat","B0615","Lisbon","Technical Delivery","PT ",60,"IC4","D001980"
"43477"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Fort Lauderdale","Operations","US ",47,"IC3","D006433"
"869","Non-Actionable","Help","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",29,"IC4","D006433"
"37826","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Montreal","Licensing","CA ",152,"IC4","D008805"
"82705"," Workaround","Apps","Sev2",NA,"Phone","MOBILE","Alpharetta","Solution Sales","US ",15,"IC5","D006433"
"65784"," Workaround","Apps","Sev3",NA,"Phone","B0912","Austin","Support Delivery","US ",131,"IC3","D006433"
"49206"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Ottawa","Licensing","CA ",54,"IC3","D008805"
"65722"," Workaround","Apps","Sev1",NA,"Chat","B0672","New York","Support Engineering","US ",130,"IC4","D006433"
"24567"," Workaround","Apps","Sev3",NA,"Chat","MOBILE","Cork","Inside Sales","IE ",4,"IC3","D015571"
"14092"," Workaround","Apps","Sev2",NA,"Phone","B0604","Oklahoma city","Retail","US ",2,NA,"D006433"
"6040"," User Education","Apps","Sev3","Silver","Email","B0809","Sunnyvale","Account Management","US ",29,"IC3","D006433"
"4189"," Workaround","Apps","Sev2",NA,"Email","MOBILE","MADRID","Solution Sales","ES ",26,"IC5","D004024"
"27651"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Zaventem","Licensing","BE ",232,"IC4","D010467"
"74014","Unknown","Apps","Sev1","Silver","Chat","MOBILE","Milan","Technical Delivery","IT ",152,"IC5","D008747"
"60640"," Workaround","Apps","Sev2","Silver","Email","B0234","Cork","Program Management","IE ",165,"MGR2","D012512"
"39347"," Workaround","Apps","Sev1",NA,"Chat","HOME OFFICE","Houston","Account Management","US ",14,"IC4","D006433"
"25862"," Workaround","Apps","Sev2",NA,"Email","B0044","SUNNYVALE","Software Engineering","US ",45,"IC3","D006433"
"2143"," Hardware Repair","Apps","Sev3",NA,"Chat","B0100","Beijing","Manufacturing","CN ",83,"IC5","D005841"
"71139","Resolved by Caller","Apps","Sev2",NA,"Email","MOBILE","Zagreb","Business Development","HR ",11,"IC3","D000717"
"18475"," Request Complete","Apps","Sev2",NA,"Email","B0685","Sunnyvale","Program Management","US ",27,"IC4","D006433"
"49317"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Bucharest","Relationship Management","RO ",187,"IC4","D009260"
"31700","Non-Actionable","Apps","Sev2","Silver","Email","MOBILE","Cologne","Operations","DE ",31,"MGR3","D014045"
"50380","Unknown","Apps","Sev2",NA,"Chat","B0377","Kongens Lyngby","Relationship Management","DK ",147,"IC4","D013665"
"13145"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Fort Lauderdale","Account Management","US ",19,"IC4","D006433"
"63569","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Seoul","Licensing","KR ",147,"IC4","D014509"
"29101"," User Education","Apps","Sev2",NA,"Email","MOBILE","Seoul","Account Management","KR ",191,"IC4","D014509"
"60422","Unknown","Apps","Sev1",NA,"Chat","B0741","Sunnyvale","Program Management","US ",114,"MGR2","D006433"
"27957"," User Education","Apps","Sev3",NA,"Chat","MOBILE","Johannesburg","Relationship Management","ZA ",29,"IC5","D018171"
"76259","Software Update","Apps","Sev2",NA,"Email","B0025","Sunnyvale","Service Engineering","US ",16,"IC3","D006433"
"64171"," User Education","Apps","Sev2",NA,"Email","B0751","Santiago","Licensing","CL ",28,"IC3","D012846"
"18543"," Workaround","Apps","Sev2",NA,"Email","B0025","Sunnyvale","Program Management","US ",142,"IC3","D006433"
"12367","Software Update","Apps","Sev1",NA,"Chat","B0848","Mumbai","Technical Delivery","IN ",49,"IC3","D007359"
"36106"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Barueri","Support Delivery","BR ",34,"IC4","D007007"
"50818"," User Education","Apps","Sev1",NA,"Chat","MOBILE","London","Support Delivery","GB ",17,"IC4","D010405"
"53523"," Workaround","Phone","Sev2",NA,"Phone","B0183","Wilsonville","Manufacturing","US ",31,"IC2","D006433"
"16490"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Beijing","Business Operations","CN ",4,NA,"D005841"
"78795","Resolved by Caller","Apps","Sev2",NA,"Email","B0862","Sunnyvale","Program Management","US ",238,"MGR3","D006433"
"13657"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Berlin","Relationship Management","DE ",242,"IC3","D014045"
"22034"," Workaround","Apps","Sev1",NA,"Phone","B0618","Shanghai","Support Engineering","CN ",55,"IC3","D005841"
"30663"," User Education","Apps","Sev3",NA,"Chat","MOBILE","Mumbai","Technical Delivery","IN ",12,"IC2","D007359"
"45705"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","MADRID","Support Engineering","ES ",135,"IC4","D004024"
"1075","Software Update","Apps","Sev2",NA,"Email","B0085","Indianapolis","Retail","US ",2,"IC3","D006433"
"46154"," Workaround","Apps","Sev3",NA,"Phone","MOBILE","Schiphol","Support Engineering","NL ",127,"MGR3","D008233"
"79831"," Request Complete","Apps","Sev1","Silver","Chat","MOBILE","Ho Chi Minh City","Licensing","VN ",151,"IC3","D009416"
"12338"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Cork","Business Operations","IE ",24,"IC4","D015571"
"10624"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Mississauga","Support Delivery","CA ",43,"IC3","D008805"
"23746"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Bogota","Relationship Management","CO ",60,"IC3","D016128"
"2006"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Johannesburg","Solution Sales","ZA ",78,"IC5","D018171"
"16278","Software Update","Apps","Sev3",NA,"Email","B0892","Cork","Business Operations","IE ",56,"IC3","D015571"
"30975"," User Education","Apps","Sev3",NA,"Chat","MOBILE","Cairo","Relationship Management","EG ",88,"IC4","D003381"
"54455","Unknown","Apps","Sev3",NA,"Email","MOBILE","Oslo-Lysaker","Technical Delivery","NO ",27,"IC2","D009472"
"59320"," User Education","Apps","Sev2",NA,"Email","B0462","Bucharest","Support Engineering","RO ",36,"IC3","D009260"
"59743"," Workaround","Apps","Sev2",NA,"Email","B0035","Sunnyvale","Tax","US ",271,"IC4","D006433"
"27069"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",18,"IC3","D006433"
"55786","Unknown","Apps","Sev1",NA,"Email","MOBILE","Espoo","Business Strategy","FI ",133,"MGR4","D013149"
"63675"," Request Complete","Apps","Sev2",NA,"Email","B0818","Sunnyvale","Operations","US ",127,"IC4","D006433"
"35533","Unknown","Apps","Sev3","Silver","Email","MOBILE","Prague","Business Operations","CZ ",16,"MGR2","D008013"
"3942"," Workaround","Apps","Sev1","Silver","Chat","HOME OFFICE","SUNNYVALE","Relationship Management","US ",90,"IC3","D006433"
"41076"," User Education","Apps","Sev1",NA,"Chat","B0774","Sunnyvale","Business Development","US ",75,"IC5","D006433"
"36989"," User Education","Apps","Sev2",NA,"Chat","B0383","Singapore","Operations","SG ",92,"IC3","D009703"
"34316","Resolved by Caller","Apps","Sev2",NA,"Chat","B0818","Sunnyvale","Operations","US ",190,"IC4","D006433"
"9687"," Workaround","Apps","Sev2",NA,"Chat","B0622","Mississauga","Solution Sales","CA ",276,"MGR4","D008805"
"43020","Unknown","Apps","Sev2",NA,"Phone","B0565","Sunnyvale","Program Management","US ",55,"IC4","D006433"
"74712","Unknown","Apps","Sev3",NA,"Email","B0022","Sunnyvale","Hardware Engineering","US ",292,"MGR3","D006433"
"15455"," Workaround","Apps","Sev1",NA,"Chat","B0228","Sunnyvale","Supply Chain","US ",17,"IC3","D006433"
"40487"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Berlin","Support Engineering","DE ",233,"IC4","D014045"
"31224","Unknown","Apps","Sev1",NA,"Chat","MOBILE","Melbourne","Account Management","AU ",36,"IC4","D009170"
"11742"," Request Complete","Apps","Sev2",NA,"Email","B0262","Sunnyvale","Software Engineering","US ",14,"IC2","D006433"
"62880"," User Education","Apps","Sev3",NA,"Chat","B0095","Tokyo","Support Delivery","JP ",153,"IC3","D001939"
"54606"," User Education","Apps","Sev2",NA,"Phone","B0541","Sunnyvale","Program Management","US ",117,"IC4","D006433"
"59142"," User Education","Apps","Sev2","Silver","Email","B0149","Sunnyvale","Business Operations","US ",66,"IC4","D006433"
"63069"," Workaround","Apps","Sev2","Silver","Email","B0370","New York","Inside Sales","US ",23,"IC2","D006433"
"81211"," Request Complete","Apps","Sev2",NA,"Chat","B0135","Reno","Finance","US ",50,"IC3","D006433"
"30488"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",84,"IC4","D006433"
"53875"," User Education","Apps","Sev2","Silver","Email","HOME OFFICE","Dana Point","Relationship Management","US ",28,"IC4","D006433"
"2138","Software Update","Apps","Sev3",NA,"Email","MOBILE","Irvine","Program Management","US ",41,"IC4","D006433"
"20096","Unknown","Apps","Sev2",NA,"Chat","B0228","Sunnyvale","Supply Chain","US ",54,"IC4","D006433"
"42189"," Workaround","Apps","Sev2",NA,"Email","B0341","Sunnyvale","Service Engineering","US ",21,"IC1","D006433"
"62585","Resolved by Caller","Apps","Sev3",NA,"Phone","MOBILE","Mumbai","Technical Delivery","IN ",17,"IC4","D007359"
"37985","Non-Actionable","Help","Sev2",NA,"Email","B0123","Sunnyvale","Program Management","US ",62,"IC3","D006433"
"25667"," User Education","Apps","Sev2",NA,"Phone","MOBILE","New Delhi","Relationship Management","IN ",150,"IC4","D013158"
"49158"," Workaround","Apps","Sev2",NA,"Phone","MOBILE","Geneva","Support Delivery","CH ",121,"IC5","D019166"
"4734"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Malvern","Technology Strategy","US ",24,"IC4","D006433"
"14317"," User Education","Apps","Sev3",NA,"Email","B0169","Sunnyvale","Marketing","US ",29,"IC2","D006433"
"60158"," User Education","Apps","Sev2","Silver","Email","B0839","Sunnyvale","Software Engineering","US ",78,"IC3","D006433"
"34394","Non-Reproducible","Apps","Sev2",NA,"Chat","MOBILE","Moscow","Relationship Management","RU ",110,"IC3","D006874"
"34517","Unknown","Apps","Sev3",NA,"Chat","MOBILE","London","Relationship Management","GB ",13,"IC3","D010405"
"12962","Software Update","Apps","Sev2","Silver","Chat","MOBILE","Bogota","Technology Strategy","CO ",19,"IC3","D016128"
"45780","Non-Actionable","Help","Sev2","Silver","Email","MOBILE","Singapore","Technical Delivery","SG ",140,"IC4","D009703"
"38317","Non-Reproducible","Apps","Sev3",NA,"Email","B0761","Ottawa","Licensing","CA ",225,"IC4","D008805"
"19174"," User Education","Apps","Sev3",NA,"Email","B0108","Sunnyvale","Service Engineering","US ",386,"IC4","D006433"
"53361"," User Education","Apps","Sev2",NA,"Email","B0934","Mumbai","Program Management","IN ",11,"IC3","D013936"
"70650"," Workaround","Apps","Sev3","Silver","Email","B0751","Santiago","Licensing","CL ",29,"IC3","D012846"
"37257","Unknown","Apps","Sev2",NA,"Chat","B0921","Seattle","Service Engineering","US ",126,"IC3","D006433"
"1018","Unknown","Apps","Sev3",NA,"Chat","MOBILE","Toulouse","Relationship Management","FR ",79,"IC3","D008654"
"78056","Non-Actionable","Help","Sev2",NA,"Email","B0796","Suzhou","Manufacturing","CN ",18,"IC4","D005841"
"32421","Unknown","Apps","Sev2",NA,"Email","B0944","Sunnyvale","Business Operations","US ",61,"IC3","D006433"
"66454"," User Education","Help","Sev3",NA,"Email","MOBILE","Riyadh","Licensing","SA ",75,"IC4","D005568"
"58819","Resolved by Caller","Apps","Sev2",NA,"Email","B0711","Seattle","Program Management","US ",285,"IC4","D006433"
"22713"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Mumbai","Relationship Management","IN ",11,"IC2","D007359"
"71694","Non-Actionable","Apps","Sev2",NA,"Email","B0335","Los Angeles","Software Engineering","US ",170,"IC5","D006433"
"73617","Unknown","Apps","Sev2",NA,"Chat","MOBILE","Cologne","Technical Delivery","DE ",6,"IC3","D014045"
"72482"," User Education","Apps","Sev3",NA,"Email","MOBILE","London","Business Operations","GB ",212,"MGR4","D010405"
"29033"," User Education","Help","Sev3",NA,"Email","B0123","Sunnyvale","Program Management","US ",28,"IC3","D006433"
"6462"," Request Complete","Apps","Sev2",NA,"Email","B0435","Shenzhen","Account Management","CN ",38,"IC4","D005841"
"28351"," User Education","Apps","Sev2",NA,"Email","B0517","New York","Support Engineering","US ",153,"MGR3","D006433"
"59688","Unknown","Apps","Sev1",NA,"Phone","B0207","Sunnyvale","Business Support","US ",203,"IC6","D006433"
"10304","Non-Reproducible","Apps","Sev2",NA,"Email","B0848","Mumbai","Service Engineering","IN ",22,"IC3","D013936"
"81057"," Workaround","Apps","Sev2","Silver","Email","MOBILE","Beijing","Licensing","CN ",127,"IC5","D005841"
"4487"," Workaround","Apps","Sev3",NA,"Phone","B0289","Beijing","Software Engineering","CN ",26,"IC2","D005841"
"25852"," Workaround","Apps","Sev2",NA,"Chat","B0635","Atlanta","Relationship Management","US ",22,"IC3","D006433"
"64149"," User Education","Apps","Sev1",NA,"Chat","B0848","Mumbai","Technical Delivery","IN ",4,NA,"D007359"
"68929","Unknown","Apps","Sev2","Silver","Chat","B0029","Austin","Support Delivery","US ",308,"IC5","D006433"
"49137"," Workaround","Apps","Sev2",NA,"Email","B0207","Sunnyvale","Business Operations","US ",38,"MGR2","D006433"
"15873"," User Education","Apps","Sev2",NA,"Email","B0499","Oslo-Lysaker","Technology Strategy","NO ",132,"IC4","D009472"
"43577"," Workaround","Apps","Sev2",NA,"Email","B0685","Sunnyvale","Business Operations","US ",25,"IC3","D006433"
"17445"," Request Complete","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",75,"IC4","D006433"
"15214"," Request Complete","Apps","Sev3",NA,"Chat","MOBILE","Luxembourg","Relationship Management","LU ",236,"IC4","D004466"
"58579"," Workaround","Apps","Sev2","Silver","Phone","B0720","Sunnyvale","Program Management","US ",8,"IC2","D006433"
"54301"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",79,"IC4","D006433"
"50008"," Workaround","Apps","Sev1","Silver","Chat","B0462","Bucharest","Support Engineering","RO ",14,"IC3","D009260"
"46012","Unknown","Apps","Sev3",NA,"Email","B0297","Sunnyvale","Business Operations","US ",97,"IC4","D006433"
"15744","Unknown","Apps","Sev3",NA,"Phone","B0678","Sunnyvale","Business Operations","US ",123,"IC1","D006433"
"34576"," Workaround","Apps","Sev3",NA,"Email","B0589","Sunnyvale","Program Management","US ",134,"MGR2","D006433"
"6635","Software Update","Apps","Sev2",NA,"Email","B0025","Sunnyvale","Program Management","US ",147,"IC3","D006433"
"16279"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Berlin","Finance","DE ",116,"IC5","D014045"
"68767","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Lisbon","Marketing","PT ",48,"IC5","D001980"
"54607"," User Education","Apps","Sev2",NA,"Email","B0711","Seattle","Business Operations","US ",74,"IC4","D006433"
"71675"," Workaround","Apps","Sev2",NA,"Email","HOME OFFICE","Jasper","Technical Delivery","US ",19,"IC3","D006433"
"56861"," Workaround","Apps","Sev2",NA,"Phone","B0615","Lisbon","Support Engineering","PT ",6,"IC3","D001980"
"54351","Unknown","Apps","Sev2","Silver","Phone","B0123","Sunnyvale","Program Management","US ",12,"IC4","D006433"
"6857"," User Education","Apps","Sev2",NA,"Email","MOBILE","Vienna","Business Development","AT ",219,"IC4","D004071"
"19237","Resolved by Caller","Apps","Sev3",NA,"Email","B0938","Sunnyvale","Software Engineering","US ",12,"IC2","D006433"
"78642","Software Update","Apps","Sev1",NA,"Chat","MOBILE","Fort Lauderdale","Technical Delivery","US ",199,"MGR2","D006433"
"40918","Software Update","Apps","Sev3",NA,"Email","B0685","Sunnyvale","Business Operations","US ",113,"IC4","D006433"
"19180"," Workaround","Apps","Sev3",NA,"Email","B0938","Sunnyvale","Software Engineering","US ",14,"IC2","D006433"
"34662"," Workaround","Apps","Sev3",NA,"Email","HOME OFFICE","Reno","Licensing","US ",179,"IC4","D006433"
"60160"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Houston","Relationship Management","US ",29,"IC3","D006433"
"34007","Software Update","Apps","Sev2",NA,"Chat","MOBILE","New Delhi","Relationship Management","IN ",59,"IC4","D010831"
"47590","Software Update","Apps","Sev2",NA,"Email","B0370","New York","Finance","US ",153,"IC3","D006433"
"29502"," Workaround","Apps","Sev3",NA,"Chat","MOBILE","Espoo","Technical Delivery","FI ",95,"IC4","D013149"
"72465"," Workaround","Apps","Sev3",NA,"Email","B0751","Santiago","Account Management","CL ",161,"IC5","D012846"
"4720"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Barueri","Software Engineering","BR ",0,NA,"D007007"
"49166","Software Update","Apps","Sev2",NA,"Chat","B0944","Sunnyvale","Business Operations","US ",54,"IC3","D006433"
"23574","Unknown","Apps","Sev2",NA,"Email","B0058","Sunnyvale","Program Management","US ",188,"MGR3","D006433"
"31361","Unknown","Apps","Sev2",NA,"Phone","HOME OFFICE","Jasper","Technical Delivery","US ",19,"IC3","D006433"
"22490"," Workaround","Apps","Sev3",NA,"Email","B0738","Cork","Inside Sales","IE ",89,"IC5","D015571"
"8101"," User Education","Apps","Sev3",NA,"Email","B0370","New York","Inside Sales","US ",26,"IC1","D006433"
"22124"," Workaround","Apps","Sev2",NA,"Email","B0700","London","Finance","GB ",45,"IC4","D010405"
"23691"," Workaround","Apps","Sev1",NA,"Chat","B0301","Timisoara","Support Engineering","RO ",11,"IC3","D009260"
"1698","Resolved by Caller","Apps","Sev2",NA,"Phone","MOBILE","Toulouse","Program Management","FR ",177,"MGR3","D008654"
"54292"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Auckland","Sales Leadership","NZ ",23,"MGR3","D018458"
"31214"," User Education","Apps","Sev3",NA,"Email","B0741","Sunnyvale","Business Operations","US ",26,"IC3","D006433"
"6347"," User Education","Apps","Sev1",NA,"Chat","MOBILE","New Delhi","Relationship Management","IN ",121,"IC4","D013158"
"42955","Unknown","Apps","Sev2",NA,"Email","B0413","Sunnyvale","Business Operations","US ",128,"IC5","D006433"
"22825"," User Education","Apps","Sev1",NA,"Email","HOME OFFICE",NA,"Account Management","SN ",59,"IC4","D001710"
"35714","Unknown","Apps","Sev2",NA,"Email","B0022","Sunnyvale","Software Engineering","US ",115,"IC4","D006433"
"5908","Unknown","Apps","Sev1",NA,"Chat","MOBILE","Bad Homburg","Relationship Management","DE ",207,"IC3","D014045"
"75221","Unknown","Apps","Sev3",NA,"Chat","B0380","Bratislava","Finance","SK ",21,"IC4","D019076"
"33441"," Workaround","Apps","Sev2",NA,"Email","B0730","Humacao","Business Intelligence","PR ",43,"IC4","D003311"
"44815","Unknown","Help","Sev2",NA,"Phone","MOBILE","Singapore","Relationship Management","SG ",113,"IC4","D018994"
"71282","Unknown","Apps","Sev2",NA,"Email","B0343","Sunnyvale","Business Operations","US ",204,"IC4","D006433"
"71905"," Workaround","Apps","Sev3",NA,"Email","HOME OFFICE",NA,"Marketing","GB ",207,"IC5","D010405"
"24711"," User Education","Apps","Sev3",NA,"Chat","MOBILE","Mumbai","Relationship Management","IN ",12,"IC4","D007359"
"46015"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Dubai","Marketing","AE ",142,"IC5","D002536"
"64425","Unknown","Apps","Sev3",NA,"Email","B0730","Humacao","Supply Chain","PR ",194,"IC4","D003311"
"29827"," User Education","Apps","Sev2",NA,"Chat","HOME OFFICE","Midlothian","Technology Solutions","US ",89,"IC4","D006433"
"23264"," User Education","Apps","Sev2",NA,"Chat","B0774","Sunnyvale","Finance","US ",116,"MGR4","D006433"
"36004"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Cincinnati","Account Management","US ",146,"IC4","D006433"
"4190"," Request Complete","Apps","Sev2",NA,"Email","B0560","London","Operations","GB ",19,"IC5","D010405"
"41578"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Budapest","Support Engineering","HU ",149,"MGR2","D019762"
"37609","Unknown","Apps","Sev2",NA,"Chat","B0347","Sunnyvale","Software Engineering","US ",136,"IC4","D006433"
"35104"," User Education","Apps","Sev2",NA,"Email","B0741","Sunnyvale","Software Engineering","US ",118,"EXEC5","D006433"
"48014"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Alpharetta","Relationship Management","US ",7,"MGR3","D006433"
"2233",NA,"Apps","Sev2",NA,"Email","B0297","Sunnyvale","Content Publishing","US ",112,"IC4","D006433"
"37990","Unknown","Apps","Sev2","Silver","Email","B0207","Sunnyvale","Business Operations","US ",205,"IC3","D006433"
"65643"," Workaround","Apps","Sev3",NA,"Email","B0123","Sunnyvale","IT Operations","US ",17,"IC3","D006433"
"62580",NA,"Apps","Sev1",NA,"Chat","B0301","Timisoara","Support Engineering","RO ",9,"IC2","D009260"
"79660","Software Update","Apps","Sev2",NA,"Email","HOME OFFICE","San Francisco","Program Management","US ",129,"IC4","D006433"
"32890"," Workaround","Apps","Sev3",NA,"Email","B0373","Sunnyvale","Service Engineering","US ",113,"IC4","D006433"
"81423","Unknown","Apps","Sev1",NA,"Chat","B0370","New York","Business Operations","US ",136,"IC3","D006433"
"20054"," User Education","Apps","Sev3",NA,"Email","HOME OFFICE","Somersworth","Technology Solutions","US ",25,"IC4","D006433"
"62408"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Reston","Technical Delivery","US ",12,"IC4","D006433"
"49197"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Reston","Support Delivery","US ",54,"IC3","D006433"
"21249"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Milwaukee","Technology Strategy","US ",1,NA,"D006433"
"14536","Unknown","Apps","Sev2",NA,"Chat","MOBILE","Mumbai","Technical Delivery","IN ",4,"IC2","D007359"
"44343"," User Education","Apps","Sev2",NA,"Phone","HOME OFFICE","Kennewick","Support Engineering","US ",140,"IC5","D006433"
"5362","Software Update","Apps","Sev2",NA,"Chat","MOBILE","London","Relationship Management","GB ",239,"IC4","D010405"
"12350"," User Education","Help","Sev2",NA,"Email","HOME OFFICE",NA,"Sales Excellence","NL ",33,"IC4","D008233"
